"identity_key","tier","system_id","url","title","authors","year","venue","source_type","subfield","subfield_secondary","task","agentic_techniques","architecture","base_model","tools_used","evaluation_method","baseline","held_out","data_type","reported_result","maturity_claimed","maturity_demonstrated","author_stated_limitations","code_availability","access_status","found_via"
"doi:10.26434/chemrxiv.15005632/v1","context","Kalinin2026-dual-digital-twins","https://doi.org/10.26434/chemrxiv.15005632/v1","Dual Digital Twins for Experimental Planning in Automated Laboratories: Physics-informed surrogate models for counterfactual experimental rollouts","Sergei V. Kalinin; Yu Liu; Boris Slautin; Sheryl L. Sanchez; Kamyar Barakati; Ioannis Sgouralis; Hector Santos-Villalobos; Gerd Duscher; Charles Cao; Mahshid Ahmadi","2026","ChemRxiv","preprint","simulation_orchestration","","coupling an experimental planner with a sample digital twin and an instrument digital twin for counterfactual experimental rollouts","planning;simulator-in-the-loop","agent-plus-simulator","not stated","physics-informed surrogate models of the sample and of the instrument","not stated in the abstract","myopic optimization workflows or generic agentic approaches","not stated","not stated","not stated","experimental planning requires coupling three components","not stated (abstract only)","the authors state that open decision-making algorithms such as MCDTs, reinforcement learning or dynamic programming are very limited for experimental scenarios due to extreme data requirements","not stated","abstract-only","harvest"
"title:intelligentdigitaltwinsystemforurbanmobility","context","Shikalgar2026-urban-mobility-dt","https://scholars.wlu.ca/etd/2908","Intelligent Digital Twin System for Urban Mobility","Mubarak Babasaheb Shikalgar","2026","Scholars Commons (Wilfrid Laurier University)","preprint","simulation_orchestration","","LangGraph-based digital twin system analysing, simulating and optimising urban transport networks","planning;tool-calling","pipeline-with-agent","not stated","LangGraph orchestration over urban transport network models","not stated at the abstract level","current digital twin systems","not stated","not stated","not stated","not stated","not stated (abstract only)","the author names expensive computation at city-scale and difficulty integrating multi-modal transportation services as challenges","not stated","abstract-only","harvest"
"doi:10.1145/3785462.3815852","context","Iris AI","https://doi.org/10.1145/3785462.3815852","Empowering Cancer Researchers: An Agentic AI System for Intuitive Interaction with High-Performance Computing","Lohit Valleru; Nancy R. Newlin; Neeraj Harikrishnan Girija Paramasivam; Erica Brophy; Jamie S. Cheong; Alejandro A. Krauskopf; Jonathan G. Levine; Iván Pulido; Merve Şahin; Monica Chakradeo","2026","not stated","peer-reviewed","scientific_computing","","agentic chatbot giving researchers a natural-language interface to on-premises HPC storage and compute","tool-calling;planning","single-agent","not stated","MSKCC on-premises HPC storage and compute, job submission and monitoring, AlphaFold3","AlphaFold3 protein structure prediction presented as an example end-to-end workflow","none stated in the abstract","not stated","not stated","not stated","enabling end-to-end workflows for a wide range of applications","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.3390/a19030218","context","Nozari2026-food-logistics-agentic-dt","https://doi.org/10.3390/a19030218","A Self-Deciding Adaptive Digital Twin Framework Using Agentic AI for Fuzzy Multi-Objective Optimization of Food Logistics","Hamed Nozari; Zornitsa Yordanova","2026","Algorithms","peer-reviewed","optimisation_uq","","agentic goal-reset mechanism over a fuzzy multi-objective optimisation model inside an adaptive digital twin","planning","pipeline-with-agent","not stated","a multi-objective fuzzy optimisation model embedded in an adaptive digital twin","computational results based on real and simulated data","the framework without the goal-reset mechanism, implied not stated","not stated","not stated","reduces the total logistics cost by about 4-5% and reduces product waste by about 13%","a self-regulating decision-making loop in which the priority of goals is dynamically adjusted","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.1109/icept67137.2025.11157286","context","Pan2025-llm-mesh-refinement","https://doi.org/10.1109/icept67137.2025.11157286","Automated Mesh Generation in FEM: A Novel Approach Using Large Language Models","Feiyang Pan; Chunyan Yin; Guangbin Dou","2025","not stated","peer-reviewed","solver_control","","LLM prediction of regions requiring finer mesh refinement in finite element simulations","tool-calling","agent-plus-solver","not stated","finite element mesh generation driven from geometric features","not readable - full text blocked","post-processing error estimation with iterative adjustment","not stated","not stated","not stated","significantly reduces the need for iterative correction","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.48550/arxiv.2601.03513","context","Deploy-Master","https://doi.org/10.48550/arxiv.2601.03513","Deploy-Master: Automating the Deployment of 50,000+ Agent-Ready Scientific Tools in One Day","Yi Jie Wang; Zhenting Huang; Zhaohan Ding; Ruoxue Liao; Yuan Huang; Xinzijian Liu; Jiajun Xie; Siheng Chen; Linfeng Zhang","2026","arXiv (Cornell University)","preprint","scientific_computing","","agentic workflow discovering, building, validating and publishing scientific tools as agent-callable capabilities","tool-calling;code-execution;planning;guardrails-validation","pipeline-with-agent","not stated","over 500,000 public repositories filtered to 52,550 executable tool candidates, containerised","execution-based validation across a taxonomy spanning 90+ scientific and engineering domains","none stated in the abstract","not stated","not stated","52,550 executable tool candidates from a pool of over 500,000 public repositories","automating the deployment of 50,000+ agent-ready scientific tools in one day","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.3390/smartcities8010028","context","I-UDT","https://doi.org/10.3390/smartcities8010028","AI Agent-Based Intelligent Urban Digital Twin (I-UDT): Concept, Methodology, and Case Studies","Sebin Choi; Sungmin Yoon","2025","Smart Cities","peer-reviewed","simulation_orchestration","","AI agents integrating city-scale data and extracting building features for urban building energy modelling","tool-calling;retrieval","pipeline-with-agent","GPT","urban building energy models inside an urban digital twin","case studies","traditional bottom-up UBEM approaches","not stated","not stated","not stated","enhance DTs technical realization and UBEM service functionality","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.1080/00207543.2026.2630277","context","A-SCDT","https://doi.org/10.1080/00207543.2026.2630277","Agentic digital twins: bridging model-based and AI-driven decision-making support for a new era of supply chain and operations management","Dmitry Ivanov","2026","International Journal of Production Research","peer-reviewed","simulation_orchestration","","conceptualisation of agentic supply chain digital twins over model-based optimisation and simulation","planning","not stated","not stated","model-based optimisation and simulation inside a supply chain digital twin","two industry cases described","none","no","not stated","not stated","a distinct and novel area of practical and theoretical importance","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.1109/etfa65518.2025.11205636","context","Xia2025-llm-dt-automation-architecture","https://doi.org/10.1109/etfa65518.2025.11205636","An Architecture for Integrating Large Language Models with Digital Twins and Automation Systems","Yuchen Xia; Nasser Jazdi; Michael Weyrich","2025","not stated","peer-reviewed","simulation_orchestration","","layered architecture integrating LLMs with digital twins and physical automation systems","planning;tool-calling","multi-agent-hierarchical","not stated","digital twins structured as state snapshots, event messages and plan sequences over an automation system","prototypical case studies on robotic automation control presented as proof of concept","none stated in the abstract","not stated","not stated","not stated","a layered architecture that bridges this gap","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
"doi:10.1109/mcomstd.2026.3669229","context","Goyal2026-agentic-dt-survey","https://doi.org/10.1109/mcomstd.2026.3669229","Empowering Digital Twins With Agentic AI: Applications, Case Studies, and Limitations","Ishika Goyal; Siva Sai; Manasvi Pabbati; Vinay Chamola; Vikas Ranjan","2026","IEEE Communications Standards Magazine","peer-reviewed","simulation_orchestration","","survey of agentic AI integrated with digital twins across sectors","planning","not stated","not stated","not applicable - a survey of other systems","a case study on operational efficiency and strategic planning","none","no","not stated","not stated","not stated","not stated (abstract only)","the paper carries an explicit limitations section, unread because the full text is blocked","not stated","abstract-only","harvest"
"doi:10.1063/5.0330986","context","Wang2026-street-canyon-llm-workflow","https://doi.org/10.1063/5.0330986","Vortex state transitions in deep street canyons enabled by an automated large language model workflow","Daniel Ziyue Peng; Bo Liu; Wenjun Jiang; Han Peng; Chao Huang; K.T. Tse; Jize Zhang","2026","Physics of Fluids","peer-reviewed","solver_control","","automated LLM workflow setting up large-scale parametric CFD studies of urban street canyon flow","code-execution;tool-calling;simulator-in-the-loop","agent-plus-solver","not stated","computational fluid dynamics simulations of urban street canyons","not readable - full text blocked","traditional manual setup of these simulations","not stated","not stated","not stated","an automated large language model workflow","not stated (abstract only)","not stated","not stated","abstract-only","harvest"
